time,meas_pos_1,meas_vel_1,filt_pos_1,filt_vel_1,cmd_pos_1,meas_pos_2,meas_vel_2,filt_pos_2,filt_vel_2,cmd_pos_2,meas_pos_3,meas_vel_3,filt_pos_3,filt_vel_3,cmd_pos_3
4.259927663952112e-07,-0.002493476768139047,0.04364080262455161,-0.002493476768139047,0.04364080262455161,-0.017398901283740997,-1.015612268253605,0.1138323033493549,-1.015612268253605,0.1138323033493549,-0.3879533112049103,-0.9588377203021281,-0.011902037079423167,-0.9588377203021281,-0.011902037079423167,-0.7387040853500366
0.00506398399011232,-0.002493476768139047,0.01373311970702673,-0.002493476768139047,0.01373311970702673,-0.017398901283740997,-1.0079400320439458,2.289768825818264,-1.0079400320439458,2.289768825818264,-0.3879533112049103,-0.9565360494392312,0.7479972533760595,-0.9565360494392312,0.7479972533760595,-0.7387040853500366
0.010119579004822299,-0.002877088578621567,-0.053406576638437286,-0.002877088578621567,-0.053406576638437286,-0.017398901283740997,-0.9922119478141465,3.622186617837798,-0.9922119478141465,3.622186617837798,-0.3879533112049103,-0.9500146486610213,1.4926375219348422,-0.9500146486610213,1.4926375219348422,-0.7387040853500366
0.015177951980149373,-0.003260700389105864,-0.16144045166704757,-0.003260700389105864,-0.16144045166704757,-0.017398901283740997,-0.9707296864270987,4.539559014267187,-0.9707296864270987,4.539559014267187,-0.3879533112049103,-0.9400407415884651,2.0682078278782328,-0.9400407415884651,2.0682078278782328,-0.7387040853500366
0.0202348799793981,-0.0036443121995883843,-0.03448538948653379,-0.0036443121995883843,-0.03448538948653379,-0.0038574011996388435,-0.9457949187457082,5.154802777141985,-0.9457949187457082,5.154802777141985,-0.32816383242607117,-0.9269979400320434,2.666361486228734,-0.9269979400320434,2.666361486228734,-0.763688862323761
0.025292881997302175,-0.004027924010070905,-0.04058899824521234,-0.004027924010070905,-0.04058899824521234,-0.0038574011996388435,-0.9166404211490047,6.2247653925383375,-0.9166404211490047,6.2247653925383375,-0.32816383242607117,-0.9139551384756235,2.717021438925766,-0.9139551384756235,2.717021438925766,-0.763688862323761
0.030348569998750463,-0.004027924010070905,0.03204394598306237,-0.004027924010070905,0.03204394598306237,-0.0038574011996388435,-0.8844170290684357,6.611734187838561,-0.8844170290684357,6.611734187838561,-0.32816383242607117,-0.9012959487296861,2.336156252384221,-0.9012959487296861,2.336156252384221,-0.763688862323761
0.035404349997406825,-0.004027924010070905,-0.06012054627298369,-0.004027924010070905,-0.06012054627298369,-0.0038574011996388435,-0.8491247425040047,6.938887617303731,-0.8491247425040047,6.938887617303731,-0.32816383242607117,-0.8894039826047155,2.3343251697566174,-0.8894039826047155,2.3343251697566174,-0.763688862323761
0.04045975999906659,-0.004027924010070905,0.04180971999694805,-0.004027924010070905,0.04180971999694805,0.02085341513156891,-0.8134488441290912,7.191577019913023,-0.8134488441290912,7.191577019913023,-0.2942783236503601,-0.8786628519111925,2.1908903639276716,-0.8786628519111925,2.1908903639276716,-0.71062833070755
0.04551741000614129,-0.004027924010070905,0.06256198977645511,-0.004027924010070905,0.06256198977645511,0.02085341513156891,-0.7766221103227284,7.132982375829709,-0.7766221103227284,7.132982375829709,-0.2942783236503601,-0.8690725566491189,1.9424734874494547,-0.8690725566491189,1.9424734874494547,-0.71062833070755
