time,meas_pos_1,meas_vel_1,cmd_pos_1,meas_pos_2,meas_vel_2,cmd_pos_2,meas_pos_3,meas_vel_3,cmd_pos_3
2.2198946680873632e-07,-0.0201396200503563,0.0613412680247194,-0.007723506540060043,-0.8936237125200268,0.022278171969176697,-0.5510000586509705,-0.45477180132753503,0.06561379415579438,-0.5214226245880127
0.0050641309935599566,-0.0201396200503563,-0.002746623941405346,-0.0006743017584085464,-0.8913220416571299,0.8963149462119482,-0.4733670651912689,-0.4566898603799494,-0.3616388189517039,-0.5509859323501587
0.010127223999006674,-0.0201396200503563,-0.0357061112382695,0.0007046516984701157,-0.8840334172579531,1.8167391470206766,-0.42955827713012695,-0.45822430762188127,-0.24017700465400083,-0.593477189540863
0.015184263000264764,-0.019756008239872003,-0.02532997634851597,0.01600961945950985,-0.8713742275120158,2.79270618753338,-0.3993288576602936,-0.46052597848477994,-0.4641794460975035,-0.6429139971733093
0.02024178199644666,-0.019756008239872003,-0.00457770656900891,0.011974336579442024,-0.8544953078507671,3.77233539330129,-0.38888975977897644,-0.4639784847791262,-0.8584725719081412,-0.6685394048690796
0.02530008000030648,-0.018988784618905186,0.08453498130769788,-0.016289733350276947,-0.834547493705653,4.231937132829785,-0.38433003425598145,-0.47049988555733613,-1.4816510261692208,-0.6979655623435974
0.030357358991750516,-0.018605172808422665,0.11444266422522276,-0.03841179609298706,-0.8111471732661926,4.783093003738461,-0.3747639060020447,-0.4800901808194098,-1.983367666132601,-0.7259836196899414
0.035414692989434116,-0.018221560997940145,-0.037537193865873064,-0.06644061207771301,-0.7858287937743196,4.993667505912871,-0.38261741399765015,-0.49159853513389784,-2.427710383764399,-0.7533682584762573
0.04047208299743943,-0.018605172808422665,-0.14557106889448335,-0.0830029770731926,-0.7593595788509955,5.2353704127565415,-0.395589143037796,-0.5046413366903177,-2.708476386663616,-0.7535001039505005
0.04552715898898896,-0.019756008239872003,-0.2633707179369793,-0.08722572773694992,-0.7328903639276731,5.2646677347981985,-0.3967740833759308,-0.519602197299152,-3.13694972152285,-0.7302226424217224
